image_path,label
wielder_non-wielder/non_wielder/01016_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00985_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01158_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00931_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01054_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00861_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00964_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00990_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01303_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00977_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01094_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01188_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01541_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01122_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01482_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01373_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01450_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01437_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01023_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01414_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01705_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01121_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01648_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01387_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01164_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01486_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00917_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01583_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01271_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00950_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01553_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01120_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01687_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01696_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01147_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01513_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00896_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01205_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01107_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01199_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01485_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01195_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00901_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01131_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01144_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01666_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00920_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01153_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01468_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01242_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00918_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01328_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01574_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01379_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01571_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01689_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00947_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01375_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01701_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01015_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01292_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00936_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01537_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01014_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01234_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01267_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01297_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00963_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01296_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00942_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01176_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01013_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01246_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01256_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01150_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01623_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00997_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00952_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01464_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01233_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01415_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00951_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01363_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01467_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00984_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/00948_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01183_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01126_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01469_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01407_non_wielder.jpg,non_wielder
wielder_non-wielder/non_wielder/01449_non_wielder.jpg,non_wielder
