image_path,label
imagenet_vehicles_birds_10_class_resized/ambulance/00000_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00001_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00002_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00003_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00004_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00005_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00006_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00007_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00008_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00009_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00010_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00011_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00012_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00013_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00014_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00015_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00016_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00017_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00018_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00019_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00020_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00021_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00022_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00023_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00024_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00025_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00026_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00027_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00028_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00029_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00030_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00031_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00032_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00033_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00034_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00035_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00036_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00037_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00038_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00039_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00040_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00041_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00042_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00043_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00044_ambulance.JPEG,ambulance
imagenet_vehicles_birds_10_class_resized/ambulance/00045_ambulance.JPEG,ambulance
