image_path,label
imagenet_20_class/n01440764/n01440764_10040.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10048.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10074.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_1009.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10108.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10251.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10293.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10323.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10342.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10361.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10365.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10449.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_105.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10514.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10534.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10548.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10569.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10587.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10592.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10649.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10667.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_107.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10733.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10779.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_10878.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_1091.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11018.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11044.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_1108.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_1113.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11155.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11170.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11211.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11225.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11331.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11339.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11350.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11424.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11507.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11534.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11570.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11593.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11677.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11723.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11734.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11797.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11816.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11830.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11930.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11974.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_11987.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12069.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12100.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12111.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12157.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12239.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12314.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12329.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12339.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_1245.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12468.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12534.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12586.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_1263.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12689.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12708.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_1272.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12785.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12848.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12889.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12898.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_12972.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_1302.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_13116.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_1313.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_13133.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_13161.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_13275.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_13344.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_1337.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_13397.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_13489.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_13545.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_13679.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_13694.JPEG,n01440764
imagenet_20_class/n01440764/n01440764_137.JPEG,n01440764
