image_path,label
cifar-10/airplane/00000_airplane.jpg,airplane
cifar-10/airplane/00001_airplane.jpg,airplane
cifar-10/airplane/00002_airplane.jpg,airplane
cifar-10/airplane/00003_airplane.jpg,airplane
cifar-10/airplane/00004_airplane.jpg,airplane
cifar-10/airplane/00005_airplane.jpg,airplane
cifar-10/airplane/00006_airplane.jpg,airplane
cifar-10/airplane/00007_airplane.jpg,airplane
cifar-10/airplane/00008_airplane.jpg,airplane
cifar-10/airplane/00009_airplane.jpg,airplane
cifar-10/airplane/00010_airplane.jpg,airplane
cifar-10/airplane/00011_airplane.jpg,airplane
cifar-10/airplane/00012_airplane.jpg,airplane
cifar-10/airplane/00013_airplane.jpg,airplane
cifar-10/airplane/00014_airplane.jpg,airplane
cifar-10/airplane/00015_airplane.jpg,airplane
cifar-10/airplane/00016_airplane.jpg,airplane
cifar-10/airplane/00017_airplane.jpg,airplane
cifar-10/airplane/00018_airplane.jpg,airplane
cifar-10/airplane/00019_airplane.jpg,airplane
cifar-10/airplane/00020_airplane.jpg,airplane
cifar-10/airplane/00021_airplane.jpg,airplane
cifar-10/airplane/00022_airplane.jpg,airplane
cifar-10/airplane/00023_airplane.jpg,airplane
cifar-10/airplane/00024_airplane.jpg,airplane
cifar-10/airplane/00025_airplane.jpg,airplane
cifar-10/airplane/00026_airplane.jpg,airplane
cifar-10/airplane/00027_airplane.jpg,airplane
cifar-10/airplane/00028_airplane.jpg,airplane
cifar-10/airplane/00029_airplane.jpg,airplane
cifar-10/airplane/00030_airplane.jpg,airplane
cifar-10/airplane/00031_airplane.jpg,airplane
cifar-10/airplane/00032_airplane.jpg,airplane
cifar-10/airplane/00033_airplane.jpg,airplane
cifar-10/airplane/00034_airplane.jpg,airplane
cifar-10/airplane/00035_airplane.jpg,airplane
cifar-10/airplane/00036_airplane.jpg,airplane
cifar-10/airplane/00037_airplane.jpg,airplane
cifar-10/airplane/00038_airplane.jpg,airplane
cifar-10/airplane/00039_airplane.jpg,airplane
cifar-10/airplane/00040_airplane.jpg,airplane
cifar-10/airplane/00041_airplane.jpg,airplane
cifar-10/airplane/00042_airplane.jpg,airplane
cifar-10/airplane/00043_airplane.jpg,airplane
cifar-10/airplane/00044_airplane.jpg,airplane
