image_paths,label
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0732.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0023.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0586.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0898.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0344.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0735.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0684.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0463.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0202.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0011.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0467.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0711.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0567.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0883.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0878.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0193.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0598.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0501.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0870.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0455.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0048.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0692.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0090.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0185.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0378.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0485.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0576.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0104.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0816.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0330.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0288.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0778.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0480.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0053.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0332.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0612.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0671.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0819.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0664.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0443.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0540.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0822.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0032.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0545.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0880.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0261.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0589.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0375.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0729.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0861.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0832.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0535.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0183.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0271.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0789.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0382.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0385.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0244.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0652.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0498.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0495.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0115.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0347.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0481.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0415.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0756.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0087.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0574.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0839.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0614.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0242.jpg,non_wielder
/media/harborned/ShutUpN/repos/dais/p5_afm_2018_demo/datasets/dataset_images/resized_wielder_non-wielder/non_wielder/action0562.jpg,non_wielder
