image_path,label,training_allocation
mnist/3/14970_3.jpg,3,train
mnist/4/17418_4.jpg,4,train
mnist/0/02935_0.jpg,0,train
mnist/9/39217_9.jpg,9,train
mnist/6/28854_6.jpg,6,train
mnist/2/12141_2.jpg,2,train
mnist/4/19460_4.jpg,4,train
mnist/6/28901_6.jpg,6,train
mnist/2/08851_2.jpg,2,train
mnist/7/30449_7.jpg,7,train
mnist/4/20490_4.jpg,4,train
mnist/5/24102_5.jpg,5,train
mnist/3/15129_3.jpg,3,train
mnist/4/17919_4.jpg,4,train
mnist/0/03499_0.jpg,0,train
mnist/9/38594_9.jpg,9,train
mnist/4/20033_4.jpg,4,train
mnist/6/28265_6.jpg,6,train
mnist/6/29126_6.jpg,6,train
mnist/5/21787_5.jpg,5,train
mnist/7/31646_7.jpg,7,train
mnist/1/08774_1.jpg,1,train
mnist/6/25355_6.jpg,6,train
mnist/1/08346_1.jpg,1,train
mnist/0/02497_0.jpg,0,train
mnist/7/30681_7.jpg,7,train
mnist/2/11663_2.jpg,2,train
mnist/8/35193_8.jpg,8,train
mnist/8/35272_8.jpg,8,train
mnist/3/14672_3.jpg,3,train
mnist/2/11273_2.jpg,2,train
mnist/5/22700_5.jpg,5,train
mnist/5/23880_5.jpg,5,train
mnist/2/12652_2.jpg,2,train
mnist/5/21449_5.jpg,5,train
mnist/2/11247_2.jpg,2,train
mnist/7/33459_7.jpg,7,train
mnist/3/15073_3.jpg,3,train
mnist/5/22841_5.jpg,5,train
mnist/3/17278_3.jpg,3,train
mnist/3/13312_3.jpg,3,train
mnist/0/00699_0.jpg,0,train
mnist/2/12757_2.jpg,2,train
mnist/7/29745_7.jpg,7,train
mnist/2/09590_2.jpg,2,train
mnist/5/21610_5.jpg,5,train
mnist/9/39733_9.jpg,9,train
mnist/7/33519_7.jpg,7,train
mnist/6/26629_6.jpg,6,train
mnist/3/16404_3.jpg,3,train
mnist/5/24538_5.jpg,5,train
mnist/1/08359_1.jpg,1,train
mnist/3/13646_3.jpg,3,train
mnist/0/02590_0.jpg,0,train
mnist/9/39040_9.jpg,9,train
mnist/0/03503_0.jpg,0,train
mnist/7/31012_7.jpg,7,train
mnist/6/25882_6.jpg,6,train
mnist/0/00011_0.jpg,0,train
mnist/5/22287_5.jpg,5,train
mnist/2/12804_2.jpg,2,train
mnist/8/36171_8.jpg,8,train
mnist/7/29509_7.jpg,7,train
mnist/0/02353_0.jpg,0,train
mnist/0/03113_0.jpg,0,train
mnist/6/26384_6.jpg,6,train
mnist/8/34567_8.jpg,8,train
mnist/2/11599_2.jpg,2,train
mnist/8/36467_8.jpg,8,train
mnist/1/04396_1.jpg,1,train
mnist/3/16739_3.jpg,3,train
mnist/5/24948_5.jpg,5,train
mnist/6/28475_6.jpg,6,train
mnist/4/18440_4.jpg,4,train
mnist/4/18325_4.jpg,4,train
mnist/2/10794_2.jpg,2,train
